,acronym,Phrases
31769,TAI,thermoacoustic imaging (TAI)
31770,PS,penicillin and streptomycin (PS)
31771,PS,pseudo-wavefunction (PS)
31772,PS,principle to show that the energy functional satisfies local (PS)
31773,PS,pattern selection (PS); Pattern Selection (PS)
31774,PS,prepared by sulfonation of the precursor polystyrene (PS)
31775,PS,power splitter (PS)
31776,PS,parameter switching (PS)
31777,PS,porous sphere (PS)
31778,PS,Phase synchronization (PS); phase synchronization (PS); phase synchronized (PS)
31779,PS,prove that Ψ satisfies (PS)
31780,PS,polarization-synthesized (PS)
31781,PS,phase contrast images of various samples consisting of the polystyrene (PS)
31782,PS,pristine state (PS); passive state (PS)
31783,PS,phase-shifting (PS); phase shifter (PS)
31784,PS,power supplies (PS); power supply (PS)
31785,PS,Partridge-Schwenke (PS)
31786,PS,pre-stressed (PS)
31787,PS,porous silicon (PS)
31788,PS,projection statistics (PS)
31789,PS,pseudo-spectral (PS)
31790,PS,perturbed sheath near the wall into a quasineutral “presheath” (PS)
31791,PS,phase separate into a bcc arrangement of isolated polystyrene (PS)
31792,PS,polarized switching (PS)
31793,PS,polymerization stress (PS); Polymerization stress (PS)
31794,PS,piezospectroscopic (PS)
31795,PS,Polystyrene (PS); polystyrene (PS)
31796,PS,primary shock (PS)
31797,PS,phosphor screen (PS)
31798,PS,pumping system (PS)
31799,PS,point stressor (PS)
31800,PS,Pfirsch–Schlüter (PS); Pfirsch-Schluter (PS)
31801,PS,prove that the functional I has a bounded (PS)
31802,PS,proved by a mixed sample including polystyrene (PS)
31803,PS,Polarization Smoothing (PS); polarization smoothing (PS)
31804,PS,performance was evaluated using suspensions of polystyrene (PS)
31805,PS,polymer stabilized (PS)
31806,PS,photocommutation of a metal-semiconductor-metal diode photoswitch (PS)
31807,PS,patterns that are selected after complicated transient activity (PS)
31808,PS,plasma scenario (PS)
31809,PS,porous Si (PS)
31810,PS,Palais-Smale (PS)
31811,PS,phase separation (PS)
31812,PS,plasma spray (PS)
31813,PS,PCL films spin coated onto polystyrene (PS)
31814,PS,positive small (PS)
31815,PS,parallel state (PS)
31816,PS,Palais-Smale sequence at level c∈R ((PS)
31817,PS,performed a detailed atomistic molecular dynamics simulation of polystyrene (PS)
31818,PS,polymer blend sample consisting of polystyrene (PS)
31819,PS,pump speeds (PS)
31820,PS,PSRhB (PS)
31821,DLSSPSD,dot-line square super-lattice pattern with surface discharge (DLSSPSD)
31822,WEHs,wind energy harvesters (WEHs)
31823,TWTs,travelling wave tubes (TWTs); Traveling Wave Tubes (TWTs); traveling-wave tubes (TWTs); traveling wave tubes (TWTs)
31824,ISEELS,inner shell electron energy loss spectrum (ISEELS)
31825,CARIBU,Californium Rare Isotope Breeder Upgrade (CARIBU); CAlifornium Rare Ion Breeder Upgrade (CARIBU); CAlifornium Rare Isotope Breeder Upgrade (CARIBU)
31826,HSEOM,hierarchical Schrödinger equation of motion (HSEOM)
31827,RQKE,resummed QKE (RQKE)
31828,It,intensity (It)
31829,UAV,unmanned aerial vehicles (UAV)
31830,TFB,time fractional Burgers (TFB)
31831,TFB,transcription factor B (TFB)
31832,SI-GaAs,semi-insulating GaAs (SI-GaAs)
31833,DSFS,Dipolar Spin Flop State (DSFS)
31834,LAICA,Lyman Alpha Imaging CAmera (LAICA)
31835,BSs,by a uniform QC and a set of bridge states (BSs)
31836,BSs,beam splitters (BSs)
31837,TOF-MS,time-of-flight mass spectrometry (TOF-MS); the IMS/time-of-flight mass spectrometer (TOF-MS); time of flight mass spectrometer (TOF-MS); time-of-flight mass spectrometer (TOF-MS)
31838,TOF-MS,TOF mass spectrometer (TOF-MS)
31839,P-YSZ,partially yttria-stabilized zirconia (P-YSZ)
31840,OHC,ordinary Hall coefficient (OHC)
31841,HNS,hexanitrostilbene (HNS); Hexanitrostilbene (HNS)
31842,HNS,heavy nucleus species (HNS)
31843,HNS,HEXANITROSTILBENE (HNS)
31844,HNS,hybrid nanostructure (HNS)
31845,VLSI,very large-scale integration (VLSI); very-large-scale-integration (VLSI); very-large-scale integration (VLSI); Very Large Scale Integration (VLSI); very large scale integration (VLSI); very large scale integrated (VLSI); Very-large-scale integration (VLSI)
31846,VLSI,very-large-scale integrated circuitry (VLSI)
31847,DGM,dielectric/graphene/metal (DGM)
31848,DGM,density gradient model (DGM)
31849,ICS1,Irradiance Condition Scenario 1 (ICS1)
31850,MIL,Military Standard (MIL)
31851,ST-symmetric,space-time reflection symmetric (ST-symmetric)
31852,H-D,H-bond (H-D)
31853,EBSC,empirical basis set correction (EBSC)
31854,SyF,synthetic ferromagnet (SyF)
31855,TJNAF,Thomas Jefferson National Accelerator Facility (TJNAF)
31856,FC/PC,Ferrule Connector/Physical Connection (FC/PC)
31857,LBSO,La-doped BaSnO 3 (LBSO); La doped BaSnO {3} (LBSO)
31858,LBSO,La {x}Ba {1-x}SnO {3} (LBSO)
31859,CLIC,Compact Linear Collider (CLIC)
31860,SPAM3,SPArse Matrix format 3 (SPAM3)
31861,DUGKS,discrete unified gas kinetic scheme (DUGKS); discrete unified gas-kinetic scheme (DUGKS)
31862,DNNs,Deep NNs (DNNs)
31863,DNNs,disordered nanowire networks (DNNs); disorder nanowire networks (DNNs)
31864,DD-GB,DD-grid-based (DD-GB)
31865,LAT,L-amino-acid transporter (LAT)
31866,LAT,lanthanide metals and transition metals (LAT)
31867,DQDs,double QDs (DQDs)
31868,IBAE,ion-beam-assisted evaporation (IBAE)
31869,Sb-SDC,Sb-shutter duty cycle (Sb-SDC)
31870,SPOD,spectral proper orthogonal decomposition (SPOD)
31871,NAKP,Non-additive non-interacting kinetic potential (NAKP)
31872,DTPT,discrete version of TPT (DTPT)
31873,NICST,NPP Instrument Characterization Support Team (NICST)
31874,RSRs,Relative Spectral Responsivities (RSRs)
31875,SAOF,small-amplitude oscillatory flow (SAOF)
31876,NEM,negative elastic modulus (NEM)
31877,MRSA,methicillin-resistant-Staphylococcus aureus (MRSA)
31878,TIOA,translationally invariant on average (TIOA)
31879,WZW,Wess-Zumino-Witten (WZW)
31880,FA-MFM,field-applied magnetic force microscopy (FA-MFM)
31881,VDP,van der Pauw (VDP); Van Der Pauw (VDP)
31882,VDP,Van-der-Pauw (VDP); van-der-Pol (VDP)
31883,VDP,van der Pauw method (VDP)
31884,VDP,virtual drift potential (VDP)
31885,LIBs,Li-ion batteries (LIBs); lithium-ion batteries (LIBs)
31886,IDM,interface dipole modulation (IDM)
31887,VCO,voltage controlled oscillators (VCO); Voltage Controlled Oscillator (VCO); voltage-controlled oscillator (VCO); voltage controlled oscillator (VCO)
31888,ERCAR,effective relativistic coupling by asymptotic representation (ERCAR); Effective Relativistic Coupling by Asymptotic Representation (ERCAR)
31889,VBOs,valence band offsets (VBOs)
31890,VBOs,vibrational band origins (VBOs)
31891,ICS2,Irradiance Condition Scenario 2 (ICS2)
31892,PT-broken,PT-unbroken (PT-broken)
31893,ATR-IR,attenuated total internal reflection infrared (ATR-IR)
31894,CDI,coherent diffractive imaging (CDI); coherent x-ray diffractive imaging (CDI); coherent diffraction imaging (CDI)
31895,CDI,circular dichroism in the photoionization integral cross section (CDI)
31896,CDI,convergent-divergent injector (CDI)
31897,CDI,carbodiimide (CDI)
31898,SVPI,shock-vortex pair interaction (SVPI)
31899,GMS,giant-magnetic saturation (GMS)
31900,HLM,hybrid linear multi-step (HLM)
31901,CRTA,constant relaxation time approximation (CRTA)
31902,B/A,buffer/absorber (B/A)
31903,RPV,reactor pressure vessel (RPV)
31904,RPV,R-parity-violating (RPV)
31905,RPV,ring projection vector (RPV)
31906,RTI,Rayleigh-Taylor instability (RTI); Rayleigh–Taylor instability (RTI); Rayleigh-Taylor-type instability (RTI); Rayleigh-Taylor Instability (RTI)
31907,RTI,resistive tearing instabilities (RTI)
31908,RTI,Rayleigh-Taylor hydrodynamic Instability (RTI)
31909,L-TDH,linear TDH (L-TDH)
31910,G-seed,generic MgO-NdBCO seed (G-seed)
31911,UHV-MBE,ultrahigh-vacuum molecular-beam epitaxy (UHV-MBE)
31912,FOLZ,first-order Laue zone (FOLZ)
31913,EBIT,electron beam ion trap (EBIT)
31914,AF/F/AF,antiferromagnetic/ferromagnetic/antiferromagnetic (AF/F/AF)
31915,MCE,magnetocaloric effect (MCE); magneto-caloric effects (MCE); magneto-caloric effect (MCE); magnetocaloric effects (MCE)
31916,MCE,multiconfigurational Ehrenfest (MCE); multi-configuration Ehrenfest (MCE); Multiconfigurational Ehrenfest (MCE)
31917,MCE,magnetocaloric/barocaloric effect (MCE)
31918,MCE,mutual coupling effect (MCE)
31919,MCE,magnetic contributions to the total magnetocaloric effect (MCE)
31920,MCE,magnetic field is called the magnetocaloric effect (MCE)
31921,SCHs,separate-confinement heterostructures (SCHs)
31922,EENS,expected energy not served (EENS)
31923,PPOP,push-pull optical pumping (PPOP)
31924,Sm-A,smectic-A (Sm-A)
31925,Sm-A,smectic phases (Sm-A)
31926,TD-EOM-CC,time-dependent equation-of-motion coupled-cluster (TD-EOM-CC)
31927,E-FISH,electric field induced second harmonic generation (E-FISH)
31928,QM-DCS,quantum-mechanical differential cross sections (QM-DCS)
31929,HDC,high density carbon (HDC); High-Density Carbon (HDC); high-density-carbon (HDC); High Density Carbon (HDC); high-density carbon (HDC)
31930,HDC,Hydrodynamic chromatography (HDC)
31931,HDC,High Density Carbon ablators (HDC)
31932,SOIs,spin–orbit interactions (SOIs); spin-orbital interactions (SOIs)
31933,DTI,Diffusion Tensor Imaging (DTI)
31934,DBC,direct-bond-copper (DBC)
31935,DBC,Dirichlet boundary condition (DBC)
31936,TIJSDRs,two-impinging-jet spinning disk reactors (TIJSDRs)
31937,SESCe,strains of the ESC component (SESCe); strains in the ESC component (SESCe)
31938,ANNs,artificial neural networks (ANNs); Artificial Neural Networks (ANNs)
31939,ANNs,accuracy 3–9 times lower than that of neural networks (ANNs)
31940,GBs,grain boundaries (GBs); Grain boundaries (GBs)
31941,GBs,graded buffers (GBs)
31942,PPTR,pulsed photothermal radiometry (PPTR)
31943,DDPMG,direct drive permanent-magnet generator (DDPMG)
31944,AdV,Advanced Virgo (AdV)
31945,CDG,capacitance diaphragm gauge (CDG)
31946,Rrhh,radiative recombination of heavy holes (Rrhh)
31947,NEI,no-electrical-insulation (NEI)
31948,TIC,Total Interference Contrast (TIC)
31949,TIC,that interest in thermionic energy converter (TIC)
31950,TIC,thermionic energy converter (TIC); Thermionic Energy Converters (TIC)
31951,TIC,total ion count (TIC)
31952,TIC,total electricity import cost (TIC)
31953,TI-PL,time-integrated PL (TI-PL)
31954,LT-STM,low-temperature scanning tunneling microscopy (LT-STM)
31955,LT-STM,low temperature STM setup (LT-STM)
31956,TAT,Trap Assisted Tunneling (TAT); Trap-assisted-tunneling (TAT); Trap-assisted tunneling (TAT); Trap-Assisted-Tunneling (TAT)
31957,TAT,Thermoacoustic tomography (TAT); thermoacoustic tomography (TAT)
31958,TAT,trap assisted tunneling process (TAT); to one-trap-assisted tunneling (TAT); trap assisted tunneling (TAT); trap-assisted tunneling (TAT)
31959,Kdv,Korteweg-de-Vries (Kdv)
31960,S-MACS,Self-organizing medium access control for sensor (S-MACS)
31961,FMI–ACIT,Finnish Meteorological Institute–Aerosol Cloud Interaction Tube (FMI–ACIT)
31962,Ewald,Extended Wide Angle Laue Diffractometer (Ewald)
31963,VCCSs,voltage-controlled current sources (VCCSs)
31964,TFSC,thin-film solar cell (TFSC)
31965,TDPA,tetradecylphosphonic acid (TDPA)
31966,TDNN,time delay neural network (TDNN)
31967,CVBs,cylindrical vector beams (CVBs)
31968,FCsI,full cesium ionization (FCsI)
31969,SPDOS,spin partial densities of states (SPDOS)
31970,OSVM,OVO-based SVM (OSVM)
31971,H-ROS,hydrogen-containing ROS (H-ROS)
31972,GPNJs,graphene p-n junctions (GPNJs)
31973,Ag-NP,Ag-nanoparticle powder (Ag-NP)
31974,L-PAS,laser photoacoustic spectroscopy (L-PAS); laser photoacoustic spectrometer (L-PAS)
31975,SCL,second capping layer (SCL)
31976,SCL,separate confinement layers (SCL)
31977,SCL,Space Charge Limited (SCL); space-charge limited (SCL); Space-Charge Limited (SCL); space charge limited (SCL); space-charge-limited (SCL)
31978,SCL,Serial Clock Line (SCL); serial clock line (SCL)
31979,SCL,surface charge limit (SCL); space-charge layer (SCL); surface charge layer (SCL); surface charged layer (SCL); space-charge-layer (SCL)
31980,SCL,supercooled liquids (SCL)
31981,SCL,strain-compensating layer (SCL)
31982,RPH,Reaction Path Hamiltonian (RPH); reaction path Hamiltonian (RPH)
31983,ISs,integrable systems (ISs)
31984,ISs,inherent structures (ISs)
31985,ISs,intermediate states (ISs)
31986,ISs,illumination-stresses (ISs)
31987,CICCs,cable-in-conduit-conductors (CICCs); cable-in-conduit conductors (CICCs)
31988,α-U,α-uranium (α-U)
31989,EMTO,Exact Muffin Tin Orbitals (EMTO)
31990,FSU,Florida State University (FSU)
31991,RQW,right-hand quantum well (RQW)
31992,WAMS,wide area measurement system (WAMS)
31993,Tf,transferrin (Tf); Transferrin (Tf)
31994,DF-STEM,dark-field scanning TEM (DF-STEM)
31995,Cb,carbon (Cb)
31996,SDBD,Surface dielectric barrier discharge (SDBD); surface dielectric barrier discharge (SDBD)
31997,SDBD,surface DBD (SDBD)
31998,DWM,domain wall motion (DWM); domain-wall-motion (DWM); domain-wall motion (DWM)
31999,ZDW,zero-dispersion wavelength (ZDW)
32000,LSN,low single-null (LSN); lower single null (LSN); lower single-null (LSN)
32001,LSN,low-stress silicon nitride (LSN)
32002,PPF,poloidal peaking factor (PPF)
32003,PPF,paired pulse facilitation (PPF); paired-pulse facilitation (PPF)
32004,PPF,Photocathode Preparation Facility (PPF)
32005,VMF,variable mean field (VMF)
32006,RESs,renewable energy sources (RESs)
32007,RESs,rare earth sesquioxides (RESs)
32008,SCN,succinonitrile (SCN); Succinonitrile (SCN)
32009,SCN,suprachiasmatic nucleus (SCN)
32010,CXI,coherent X-ray imaging (CXI)
32011,SRF,self-resonant frequency (SRF)
32012,SRF,serum response factor (SRF)
32013,SRF,Spectral Radiometer Facility (SRF)
32014,SRF,superconducting radio-frequency (SRF); superconducting radiofrequency (SRF); superconducting radio frequency (SRF)
32015,SRF,single-rotating reference frame (SRF)
32016,SRF,stress relaxation function” (SRF)
32017,SRF,superconducting rf (SRF); superconducting RF (SRF)
32018,SRF,secondary radiation force (SRF)
32019,GOY,Gledzer Ohkitani Yamada (GOY); Gledzer-Okhitani-Yamada (GOY); Gledzer-Ohkitani-Yamada (GOY)
32020,SEES,secondary-electron-emission-spectroscopy (SEES)
32021,DIBL,drain-induced barrier lowering (DIBL); drain-induced-barrier lowering (DIBL)
32022,PBCs,Periodic Boundary Conditions (PBCs); Periodic boundary conditions (PBCs); periodic boundary conditions (PBCs)
32023,J-PARC,Japan Proton Accelerator Research Complex (J-PARC)
32024,PANi,polyaniline (PANi)
32025,EE-ALD,electron-enhanced atomic layer deposition (EE-ALD)
32026,Si-ARC,Si antirelective coating (Si-ARC)
32027,CBH,correlated barrier hopping (CBH); correlation barrier hopping (CBH); correlated barrier-hopping model (CBH)
32028,UWBG,ultra-wide bandgap (UWBG); ultra wide bandgap (UWBG)
32029,IL-4,interleukin 4 (IL-4)
32030,MnO,measurements on the (MnO)
32031,MnO,mechanically alloyed (MnO)
32032,MnO,manganese oxide (MnO)
32033,MnO,measurements obtained for (MnO)
32034,SQUIDs,superconductive quantum interference devices (SQUIDs); Superconducting-Quantum Interference Devices (SQUIDs); superconducting quantum interference devices (SQUIDs); Superconducting quantum interference devices (SQUIDs)
32035,TE,trapped electron (TE); Trapped electron (TE); Trapped Electron (TE)
32036,TE,transverse-electric (TE); transversal electric (TE); transverse electric (TE); transverse electric-field (TE); transverse electrical (TE)
32037,TE,the E {x} component of fundamental quasi-transverse electric (TE)
32038,TE,thermionic emission (TE); thermal emission (TE); thermal expansion (TE); thermal explosion (TE); thermal expansion only (TE)
32039,TE,transfer entropy (TE); Transfer Entropy (TE)
32040,TE,the effective (TE)
32041,TE,to control only single polarization (TE)
32042,TE,total-energy (TE)
32043,TE,these efforts relies on thermoelectric (TE)
32044,TE,The echo time (TE)
32045,TE,top-electrode (TE); top electrodes (TE); top electrode (TE)
32046,TE,thromboembolism (TE)
32047,TE,thermodynamic equilibrium (TE)
32048,TE,the wave is converted to y-polarization (TE)
32049,TE,the sample can be decomposed in s (TE)
32050,TE,Thermoelectric (TE); thermoelectric (TE)
32051,TE,The solid and dashed curves are for electric-field polarizations in (TE)
32052,TE,tissue engineering (TE)
32053,TE,Transient Elastography (TE); transient elastography (TE)
32054,TE,time (TE)
32055,TE,thickness extension (TE)
32056,TE,trailing edge (TE)
32057,TE,the other polarization (TE)
32058,TE,Tris EDTA (TE)
32059,GAMOR,GAs modulation refractometry (GAMOR)
32060,BCEWRLS,bias compensated exponentially weighted recursive least square (BCEWRLS); bias-compensated exponentially weighted recursive least square (BCEWRLS)
32061,OFET,organic FET (OFET)
32062,OFET,organic field-effect transistor (OFET); organic thin-film field-effect transistor (OFET); organic field-effect transistors (OFET)
32063,SFTC,surface thermocouple (SFTC); surface thermocouples (SFTC)
32064,NIO,Natural Ionization Orbital (NIO)
32065,NIO,neighbourhood identity ordering (NIO); neighborhood identity ordering (NIO)
32066,NIO,nonlinear input-output (NIO)
32067,PFSM,piezo-driven fast steering mirror (PFSM)
32068,PFSM,piezo-driven FSM (PFSM)
32069,IMAP,Interstellar Mapping and Acceleration Probe (IMAP)
32070,DNI,direct normal irradiance (DNI)
32071,Rq,root mean square roughness (Rq); root-mean-square roughness (Rq)
32072,Rq,root mean square value of surface roughness (Rq)
32073,TTO,thermal transport option (TTO); Thermal Transport Option (TTO)
32074,TTO,transcription-translation-based oscillator (TTO)
32075,TTO,transit-time oscillator (TTO)
32076,MSSIM,mean structural similarity index (MSSIM)
32077,BW-MRCC,Brillouin–Wigner MRCC (BW-MRCC)
32078,AUSMC,airborne ultrasound surface motion camera (AUSMC)
32079,LRM,leakage-radiation microscopy (LRM)
32080,LRM,linear regression model (LRM)
32081,PS-OCT,polarization-sensitive optical coherence tomography (PS-OCT)
32082,PS-OCT,phase-sensitive OCT (PS-OCT)
32083,IVC,IV-characteristics (IVC)
32084,IVC,inner vacuum can (IVC)
32085,IVC,in the back-bending and forward-bending current–voltage characteristic (IVC)
32086,IVC,it from the measured voltage V in order to have I–V curves (IVC)
32087,CFTs,conformal field theories (CFTs)
32088,STJ,superconducting tunnel junction (STJ)
32089,WPR,wave-particle resonances (WPR); wave-particle-resonance (WPR)
32090,GTDSE,Grid Time-Dependent Schrödinger Equation (GTDSE)
